week_start,geo,device,channel,campaign,impressions,clicks,sessions,add_to_cart,begin_checkout,purchases,revenue,spend,platform_roas_reported,last_click_roas,position_based_roas,time_decay_roas,shipping_issue_rate,bot_rate,ghost_impressions,holdout_flag
2024-02-12,NL-NH,Mobile,Direct,Direct,2212,68,490,96,58,1,76.85,0.0,0.0,0.0,0.0,0.0,0.083,0.011,0,0
2024-02-12,NL-NH,Mobile,Email/SMS,Lifecycle-Reactivation,2637,135,211,59,38,1,77.35,30.5,2.54,2.54,2.35,2.42,0.131,0.041,0,0
2024-02-12,NL-NH,Mobile,Affiliate,Aff-NetA,14538,274,328,69,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.035,0,0
2024-02-12,NL-NH,Mobile,Referral,ReferAFriend,807,32,138,23,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.026,0,0
2024-02-12,NL-NH,Desktop,Paid Search,Brand-Core,14469,423,563,135,95,2,149.88,261.31,0.77,0.57,0.5,0.56,0.059,0.028,6741,0
2024-02-12,NL-NH,Desktop,Paid Social,Retargeting-Catalog,32639,366,423,101,74,1,72.23,127.3,0.88,0.57,0.55,0.44,0.147,0.068,10723,0
2024-02-12,NL-NH,Desktop,Organic,SEO-Core,2283,60,414,96,57,1,74.84,0.0,0.0,0.0,0.0,0.0,0.071,0.021,0,0
2024-02-12,NL-NH,Desktop,Direct,Direct,1023,26,212,62,39,1,79.36,0.0,0.0,0.0,0.0,0.0,0.137,0.019,0,0
2024-02-12,NL-NH,Desktop,Email/SMS,Lifecycle-Welcome,1550,69,124,23,13,0,0.0,75.81,0.0,0.0,0.0,0.0,0.131,0.037,0,0
2024-02-12,NL-NH,Desktop,Affiliate,Aff-NetB,12880,242,232,62,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.039,0,0
2024-02-12,NL-NH,Desktop,Referral,ReferAFriend,242,21,117,23,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.017,0,0
2024-02-12,NL-ZH,Mobile,Paid Search,NonBrand-Decor,27953,874,884,175,115,3,220.23,525.75,0.57,0.42,0.36,0.34,0.191,0.035,6785,0
2024-02-12,NL-ZH,Mobile,Paid Social,Prospecting-Video,62965,756,795,194,120,1,72.48,270.69,0.42,0.27,0.27,0.26,0.065,0.062,26106,0
2024-02-12,NL-ZH,Mobile,Organic,SEO-Core,2826,56,473,115,75,2,144.98,0.0,0.0,0.0,0.0,0.0,0.044,0.019,0,0
2024-02-12,NL-ZH,Mobile,Direct,Direct,1220,90,420,104,70,2,148.69,0.0,0.0,0.0,0.0,0.0,0.158,0.037,0,0
2024-02-12,NL-ZH,Mobile,Email/SMS,Lifecycle-Welcome,2187,102,175,39,24,0,0.0,58.77,0.0,0.0,0.0,0.0,0.165,0.018,0,0
2024-02-12,NL-ZH,Mobile,Affiliate,Aff-NetA,8141,161,178,47,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.028,0,0
2024-02-12,NL-ZH,Mobile,Referral,ReferAFriend,630,6,117,30,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.025,0,0
2024-02-12,NL-ZH,Desktop,Paid Search,NonBrand-Decor,16308,476,563,138,83,2,145.82,270.97,0.73,0.54,0.49,0.47,0.041,0.023,5959,0
2024-02-12,NL-ZH,Desktop,Paid Social,Retargeting-Catalog,35372,417,491,104,60,1,77.89,137.61,0.88,0.57,0.49,0.54,0.105,0.059,12905,0
2024-02-12,NL-ZH,Desktop,Organic,SEO-Core,1711,57,362,81,49,1,73.99,0.0,0.0,0.0,0.0,0.0,0.194,0.036,0,0
2024-02-12,NL-ZH,Desktop,Direct,Direct,2026,75,385,104,74,2,155.2,0.0,0.0,0.0,0.0,0.0,0.35,0.034,0,0
2024-02-12,NL-ZH,Desktop,Email/SMS,Lifecycle-Reactivation,2037,86,163,34,21,0,0.0,72.88,0.0,0.0,0.0,0.0,0.086,0.032,0,0
2024-02-12,NL-ZH,Desktop,Affiliate,Aff-NetA,9335,184,212,45,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.045,0,0
2024-02-12,NL-ZH,Desktop,Referral,ReferAFriend,318,6,61,16,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.027,0,0
2024-02-12,BE-BRU,Mobile,Paid Search,Brand-Core,19471,671,754,161,94,2,134.5,385.2,0.47,0.35,0.31,0.29,0.109,0.031,5088,0
2024-02-12,BE-BRU,Mobile,Paid Social,Prospecting-Video,41916,505,589,125,76,1,66.53,176.46,0.58,0.38,0.36,0.31,0.218,0.069,18809,0
2024-02-12,BE-BRU,Mobile,Organic,SEO-Core,2004,28,380,87,54,1,70.92,0.0,0.0,0.0,0.0,0.0,0.108,0.015,0,0
2024-02-12,BE-BRU,Mobile,Direct,Direct,626,53,226,50,35,1,71.41,0.0,0.0,0.0,0.0,0.0,0.193,0.047,0,0
2024-02-12,BE-BRU,Mobile,Email/SMS,Lifecycle-Welcome,1800,81,144,35,20,0,0.0,54.96,0.0,0.0,0.0,0.0,0.051,0.026,0,0
2024-02-12,BE-BRU,Mobile,Affiliate,Aff-NetB,10640,190,220,61,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.037,0,0
2024-02-12,BE-BRU,Mobile,Referral,ReferAFriend,549,16,96,26,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.046,0,0
2024-02-12,BE-BRU,Desktop,Paid Search,NonBrand-Decor,16769,575,650,146,100,2,136.28,376.51,0.49,0.36,0.36,0.28,0.072,0.037,5716,0
2024-02-12,BE-BRU,Desktop,Paid Social,Retargeting-Catalog,34429,384,441,97,68,1,68.3,126.0,0.84,0.54,0.46,0.49,0.047,0.06,7094,0
2024-02-12,BE-BRU,Desktop,Organic,SEO-Core,973,28,303,94,59,1,67.29,0.0,0.0,0.0,0.0,0.0,0.066,0.034,0,0
2024-02-12,BE-BRU,Desktop,Direct,Direct,1300,69,280,75,52,2,142.84,0.0,0.0,0.0,0.0,0.0,0.061,0.025,0,0
2024-02-12,BE-BRU,Desktop,Email/SMS,Lifecycle-Welcome,1400,83,112,27,19,0,0.0,73.81,0.0,0.0,0.0,0.0,0.064,0.022,0,0
2024-02-12,BE-BRU,Desktop,Affiliate,Aff-NetA,7376,143,147,41,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.02,0,0
2024-02-12,BE-BRU,Desktop,Referral,ReferAFriend,164,7,77,15,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.025,0,0
2024-02-12,LU-LUX,Mobile,Paid Search,NonBrand-Home,14614,492,552,146,97,2,162.8,280.6,0.78,0.58,0.61,0.49,0.015,0.024,6176,0
2024-02-12,LU-LUX,Mobile,Paid Social,Retargeting-Catalog,44606,573,586,121,83,1,81.05,210.87,0.6,0.38,0.34,0.34,0.137,0.05,18105,0
2024-02-12,LU-LUX,Mobile,Organic,SEO-Core,997,32,440,116,69,1,80.53,0.0,0.0,0.0,0.0,0.0,0.216,0.04,0,0
2024-02-12,LU-LUX,Mobile,Direct,Direct,650,16,259,50,29,1,84.6,0.0,0.0,0.0,0.0,0.0,0.102,0.027,0,0
2024-02-12,LU-LUX,Mobile,Email/SMS,Lifecycle-Welcome,1487,61,119,24,15,0,0.0,50.2,0.0,0.0,0.0,0.0,0.267,0.032,0,0
2024-02-12,LU-LUX,Mobile,Affiliate,Aff-NetA,11055,212,215,53,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0,0
2024-02-12,LU-LUX,Mobile,Referral,ReferAFriend,518,18,118,33,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.032,0,0
2024-02-12,LU-LUX,Desktop,Paid Search,Brand-Core,17196,508,461,95,59,1,85.34,322.17,0.36,0.26,0.27,0.22,0.102,0.007,5293,0
2024-02-12,LU-LUX,Desktop,Paid Social,Retargeting-Catalog,36267,414,410,101,66,1,83.27,152.37,0.85,0.55,0.49,0.41,0.015,0.047,12814,0
2024-02-12,LU-LUX,Desktop,Organic,SEO-Core,993,33,306,69,41,1,85.41,0.0,0.0,0.0,0.0,0.0,0.066,0.049,0,0
2024-02-12,LU-LUX,Desktop,Direct,Direct,815,44,219,48,35,1,81.23,0.0,0.0,0.0,0.0,0.0,0.123,0.045,0,0
2024-02-12,LU-LUX,Desktop,Email/SMS,Lifecycle-Reactivation,1200,57,96,29,17,0,0.0,58.1,0.0,0.0,0.0,0.0,0.099,0.026,0,0
2024-02-12,LU-LUX,Desktop,Affiliate,Aff-NetB,6146,103,121,27,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.027,0,0
2024-02-12,LU-LUX,Desktop,Referral,ReferAFriend,161,8,64,13,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.018,0,0
2024-02-19,NL-NH,Mobile,Paid Search,NonBrand-Home,25959,846,1008,185,132,4,295.43,481.82,0.83,0.61,0.54,0.59,0.098,0.022,9796,0
2024-02-19,NL-NH,Mobile,Paid Social,Prospecting-Video,57974,746,815,143,101,1,73.88,266.02,0.43,0.28,0.25,0.23,0.027,0.06,17620,0
2024-02-19,NL-NH,Mobile,Organic,SEO-Core,2566,99,581,160,118,2,145.78,0.0,0.0,0.0,0.0,0.0,0.043,0.03,0,0
2024-02-19,NL-NH,Mobile,Direct,Direct,1653,61,506,115,79,2,147.14,0.0,0.0,0.0,0.0,0.0,0.098,0.026,0,0
2024-02-19,NL-NH,Mobile,Email/SMS,Lifecycle-Welcome,2750,111,220,44,24,0,0.0,62.67,0.0,0.0,0.0,0.0,0.075,0.034,0,0
2024-02-19,NL-NH,Mobile,Affiliate,Aff-NetA,10393,199,207,43,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.034,0,0
2024-02-19,NL-NH,Mobile,Referral,ReferAFriend,426,29,144,26,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.026,0,0
2024-02-19,NL-NH,Desktop,Paid Search,NonBrand-Home,17923,618,580,153,110,2,144.64,395.48,0.49,0.37,0.31,0.32,0.086,0.049,4167,0
2024-02-19,NL-NH,Desktop,Paid Social,Retargeting-Catalog,44176,557,659,168,114,1,74.29,179.12,0.64,0.41,0.39,0.32,0.066,0.053,9222,0
2024-02-19,NL-NH,Desktop,Organic,SEO-Core,1000,44,454,119,81,2,150.83,0.0,0.0,0.0,0.0,0.0,0.039,0.016,0,0
2024-02-19,NL-NH,Desktop,Direct,Direct,667,54,277,55,36,1,77.17,0.0,0.0,0.0,0.0,0.0,0.087,0.053,0,0
2024-02-19,NL-NH,Desktop,Email/SMS,Lifecycle-Welcome,2187,118,175,52,38,1,72.31,57.59,1.26,1.26,1.31,1.02,0.079,0.038,0,0
2024-02-19,NL-NH,Desktop,Affiliate,Aff-NetA,10089,193,224,66,45,1,77.46,0.0,0.0,0.0,0.0,0.0,0.186,0.023,0,0
2024-02-19,NL-NH,Desktop,Referral,ReferAFriend,527,5,102,26,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.035,0,0
2024-02-19,NL-ZH,Mobile,Paid Search,Brand-Core,20656,693,741,133,89,2,143.68,422.95,0.46,0.34,0.31,0.28,0.021,0.023,4952,0
2024-02-19,NL-ZH,Mobile,Paid Social,Prospecting-Video,31795,352,418,79,49,0,0.0,112.61,0.0,0.0,0.0,0.0,0.134,0.062,11741,0
2024-02-19,NL-ZH,Mobile,Organic,SEO-Core,1784,64,514,113,67,1,72.38,0.0,0.0,0.0,0.0,0.0,0.328,0.033,0,0
2024-02-19,NL-ZH,Mobile,Direct,Direct,3035,96,530,119,74,2,150.24,0.0,0.0,0.0,0.0,0.0,0.084,0.024,0,0
2024-02-19,NL-ZH,Mobile,Email/SMS,Lifecycle-Reactivation,2312,138,185,51,28,1,76.7,39.78,1.93,1.93,2.01,1.87,0.015,0.044,0,0
2024-02-19,NL-ZH,Mobile,Affiliate,Aff-NetB,11775,215,251,50,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.027,0,0
2024-02-19,NL-ZH,Mobile,Referral,ReferAFriend,267,22,96,22,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.045,0,0
2024-02-19,NL-ZH,Desktop,Paid Search,NonBrand-Home,14074,434,539,114,76,2,140.24,255.11,0.74,0.55,0.52,0.44,0.143,0.026,3617,0
2024-02-19,NL-ZH,Desktop,Paid Social,Retargeting-Catalog,36068,428,540,118,77,1,76.57,162.19,0.73,0.47,0.46,0.43,0.048,0.072,14726,0
2024-02-19,NL-ZH,Desktop,Organic,SEO-Core,2129,23,386,89,60,1,77.55,0.0,0.0,0.0,0.0,0.0,0.135,0.031,0,0
2024-02-19,NL-ZH,Desktop,Direct,Direct,1637,67,273,67,38,1,73.73,0.0,0.0,0.0,0.0,0.0,0.119,0.023,0,0
2024-02-19,NL-ZH,Desktop,Email/SMS,Lifecycle-Welcome,1475,62,118,32,21,0,0.0,30.22,0.0,0.0,0.0,0.0,0.235,0.02,0,0
2024-02-19,NL-ZH,Desktop,Affiliate,Aff-NetA,7511,146,149,41,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.025,0,0
2024-02-19,NL-ZH,Desktop,Referral,ReferAFriend,314,22,96,21,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.033,0,0
2024-02-19,BE-BRU,Mobile,Paid Search,Brand-Core,23038,784,785,210,149,3,214.93,490.5,0.59,0.44,0.41,0.39,0.126,0.032,6836,0
2024-02-19,BE-BRU,Mobile,Paid Social,Prospecting-Video,52477,588,632,167,110,1,73.04,210.94,0.54,0.35,0.32,0.27,0.05,0.067,20306,0
2024-02-19,BE-BRU,Mobile,Organic,SEO-Core,2433,25,445,121,88,2,145.64,0.0,0.0,0.0,0.0,0.0,0.054,0.026,0,0
2024-02-19,BE-BRU,Mobile,Direct,Direct,1815,53,363,86,64,2,143.93,0.0,0.0,0.0,0.0,0.0,0.047,0.027,0,0
2024-02-19,BE-BRU,Mobile,Email/SMS,Lifecycle-Welcome,2050,102,164,30,17,0,0.0,68.95,0.0,0.0,0.0,0.0,0.145,0.033,0,0
2024-02-19,BE-BRU,Mobile,Affiliate,Aff-NetB,7891,145,152,34,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.027,0,0
2024-02-19,BE-BRU,Mobile,Referral,ReferAFriend,302,17,105,21,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.036,0,0
2024-02-19,BE-BRU,Desktop,Paid Search,NonBrand-Home,13625,464,502,108,61,1,68.33,281.17,0.33,0.24,0.24,0.24,0.122,0.037,4541,0
2024-02-19,BE-BRU,Desktop,Paid Social,Prospecting-Video,33920,429,448,136,87,1,70.77,148.72,0.74,0.48,0.46,0.41,0.35,0.063,11486,0
2024-02-19,BE-BRU,Desktop,Organic,SEO-Core,1005,22,238,70,45,1,70.5,0.0,0.0,0.0,0.0,0.0,0.125,0.032,0,0
2024-02-19,BE-BRU,Desktop,Direct,Direct,1203,13,261,75,44,1,72.74,0.0,0.0,0.0,0.0,0.0,0.162,0.024,0,0
2024-02-19,BE-BRU,Desktop,Email/SMS,Lifecycle-Welcome,1062,59,85,21,13,0,0.0,61.18,0.0,0.0,0.0,0.0,0.088,0.03,0,0
2024-02-19,BE-BRU,Desktop,Affiliate,Aff-NetA,7992,140,167,46,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.041,0,0
2024-02-19,BE-BRU,Desktop,Referral,ReferAFriend,364,11,72,22,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.058,0,0
2024-02-19,LU-LUX,Mobile,Paid Search,Brand-Core,19532,578,628,159,116,3,241.57,368.96,0.88,0.65,0.58,0.57,0.08,0.026,9633,0
2024-02-19,LU-LUX,Mobile,Paid Social,Prospecting-Video,31868,389,426,119,78,1,87.09,147.81,0.91,0.59,0.62,0.5,0.05,0.061,15460,0
2024-02-19,LU-LUX,Mobile,Organic,SEO-Core,1364,34,405,90,51,1,87.1,0.0,0.0,0.0,0.0,0.0,0.053,0.031,0,0
2024-02-19,LU-LUX,Mobile,Direct,Direct,709,42,316,73,43,1,80.0,0.0,0.0,0.0,0.0,0.0,0.083,0.028,0,0
2024-02-19,LU-LUX,Mobile,Email/SMS,Lifecycle-Reactivation,1587,93,127,23,12,0,0.0,37.05,0.0,0.0,0.0,0.0,0.039,0.026,0,0
2024-02-19,LU-LUX,Mobile,Affiliate,Aff-NetA,6411,122,124,22,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.018,0,0
2024-02-19,LU-LUX,Mobile,Referral,ReferAFriend,138,10,66,18,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.025,0,0
2024-02-19,LU-LUX,Desktop,Paid Search,Brand-Core,16741,535,492,132,90,2,170.79,342.14,0.67,0.5,0.49,0.4,0.104,0.029,6018,0
2024-02-19,LU-LUX,Desktop,Paid Social,Retargeting-Catalog,25239,305,300,78,53,0,0.0,103.58,0.0,0.0,0.0,0.0,0.053,0.078,6096,0
2024-02-19,LU-LUX,Desktop,Organic,SEO-Core,889,62,254,75,43,1,83.3,0.0,0.0,0.0,0.0,0.0,0.256,0.003,0,0
2024-02-19,LU-LUX,Desktop,Direct,Direct,579,47,192,60,38,1,81.16,0.0,0.0,0.0,0.0,0.0,0.147,0.021,0,0
2024-02-19,LU-LUX,Desktop,Email/SMS,Lifecycle-Welcome,1312,68,105,26,15,0,0.0,79.79,0.0,0.0,0.0,0.0,0.128,0.019,0,0
2024-02-19,LU-LUX,Desktop,Affiliate,Aff-NetA,6090,110,108,31,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.041,0,0
2024-02-19,LU-LUX,Desktop,Referral,ReferAFriend,485,17,88,21,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.006,0,0
2024-02-26,NL-NH,Mobile,Paid Search,Brand-Core,22334,724,836,172,117,3,222.33,417.38,0.72,0.53,0.53,0.49,0.054,0.013,10819,0
2024-02-26,NL-NH,Mobile,Paid Social,Prospecting-Video,57521,673,760,189,123,2,142.95,242.92,0.91,0.59,0.6,0.57,0.056,0.071,27457,0
2024-02-26,NL-NH,Mobile,Organic,SEO-Core,2211,31,509,92,63,1,75.85,0.0,0.0,0.0,0.0,0.0,0.022,0.027,0,0
2024-02-26,NL-NH,Mobile,Direct,Direct,1806,80,394,85,63,1,77.44,0.0,0.0,0.0,0.0,0.0,0.027,0.021,0,0
2024-02-26,NL-NH,Mobile,Email/SMS,Lifecycle-Welcome,2012,91,161,29,18,0,0.0,81.73,0.0,0.0,0.0,0.0,0.064,0.024,0,0
2024-02-26,NL-NH,Mobile,Affiliate,Aff-NetA,9183,173,197,55,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.026,0,0
2024-02-26,NL-NH,Mobile,Referral,ReferAFriend,513,8,96,16,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.046,0,0
2024-02-26,NL-NH,Desktop,Paid Search,Brand-Core,22012,727,750,157,109,3,225.29,410.14,0.74,0.55,0.54,0.49,0.075,0.022,8526,0
2024-02-26,NL-NH,Desktop,Paid Social,Retargeting-Catalog,45817,598,683,130,87,1,72.5,227.59,0.49,0.32,0.32,0.31,0.031,0.043,9502,0
2024-02-26,NL-NH,Desktop,Organic,SEO-Core,1810,65,331,68,43,1,73.68,0.0,0.0,0.0,0.0,0.0,0.188,0.049,0,0
2024-02-26,NL-NH,Desktop,Direct,Direct,1538,25,361,100,60,2,142.77,0.0,0.0,0.0,0.0,0.0,0.124,0.039,0,0
2024-02-26,NL-NH,Desktop,Email/SMS,Lifecycle-Reactivation,1512,89,121,24,15,0,0.0,44.5,0.0,0.0,0.0,0.0,0.076,0.014,0,0
2024-02-26,NL-NH,Desktop,Affiliate,Aff-NetA,7930,140,145,29,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.034,0,0
2024-02-26,NL-NH,Desktop,Referral,ReferAFriend,390,14,91,24,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.019,0,0
2024-02-26,NL-ZH,Mobile,Paid Search,Brand-Core,25525,765,877,175,109,3,211.44,458.94,0.62,0.46,0.45,0.44,0.094,0.047,6921,0
2024-02-26,NL-ZH,Mobile,Paid Social,Retargeting-Catalog,57177,712,680,154,99,1,70.16,249.18,0.44,0.28,0.26,0.24,0.016,0.057,27546,0
2024-02-26,NL-ZH,Mobile,Organic,SEO-Core,1834,94,551,95,56,1,70.35,0.0,0.0,0.0,0.0,0.0,0.083,0.025,0,0
2024-02-26,NL-ZH,Mobile,Direct,Direct,1383,47,419,103,71,2,154.34,0.0,0.0,0.0,0.0,0.0,0.082,0.036,0,0
2024-02-26,NL-ZH,Mobile,Email/SMS,Lifecycle-Welcome,2037,121,163,42,26,0,0.0,84.22,0.0,0.0,0.0,0.0,0.047,0.025,0,0
2024-02-26,NL-ZH,Mobile,Affiliate,Aff-NetB,16336,289,325,61,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.047,0,0
2024-02-26,NL-ZH,Mobile,Referral,ReferAFriend,562,29,129,28,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.037,0,0
2024-02-26,NL-ZH,Desktop,Paid Search,NonBrand-Decor,17611,583,678,144,101,3,214.61,380.53,0.76,0.56,0.55,0.45,0.138,0.032,8591,0
2024-02-26,NL-ZH,Desktop,Paid Social,Prospecting-Video,34516,422,496,133,95,1,76.34,138.14,0.86,0.55,0.53,0.45,0.08,0.057,12672,0
2024-02-26,NL-ZH,Desktop,Organic,SEO-Core,1622,27,428,129,86,2,144.4,0.0,0.0,0.0,0.0,0.0,0.061,0.038,0,0
2024-02-26,NL-ZH,Desktop,Direct,Direct,968,34,366,89,52,1,76.19,0.0,0.0,0.0,0.0,0.0,0.033,0.029,0,0
2024-02-26,NL-ZH,Desktop,Email/SMS,Lifecycle-Welcome,1462,64,117,24,17,0,0.0,81.64,0.0,0.0,0.0,0.0,0.064,0.049,0,0
2024-02-26,NL-ZH,Desktop,Affiliate,Aff-NetB,8462,167,165,48,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.033,0,0
2024-02-26,NL-ZH,Desktop,Referral,ReferAFriend,406,15,96,29,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.019,0,0
2024-02-26,BE-BRU,Mobile,Paid Search,NonBrand-Decor,21471,707,803,182,120,3,205.1,442.98,0.63,0.46,0.45,0.42,0.188,0.016,8160,0
2024-02-26,BE-BRU,Mobile,Paid Social,Prospecting-Video,54581,601,718,194,130,2,139.43,191.57,1.13,0.73,0.69,0.67,0.133,0.065,11317,0
2024-02-26,BE-BRU,Mobile,Organic,SEO-Core,1698,102,447,104,76,2,145.66,0.0,0.0,0.0,0.0,0.0,0.017,0.034,0,0
2024-02-26,BE-BRU,Mobile,Direct,Direct,1138,37,361,84,56,1,71.68,0.0,0.0,0.0,0.0,0.0,0.053,0.044,0,0
2024-02-26,BE-BRU,Mobile,Email/SMS,Lifecycle-Welcome,1462,81,117,31,18,0,0.0,78.88,0.0,0.0,0.0,0.0,0.178,0.025,0,0
2024-02-26,BE-BRU,Mobile,Affiliate,Aff-NetB,13979,258,273,55,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.046,0,0
2024-02-26,BE-BRU,Mobile,Referral,ReferAFriend,214,13,86,18,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.01,0,0
2024-02-26,BE-BRU,Desktop,Paid Search,Brand-Core,17012,585,617,148,86,2,146.17,331.7,0.59,0.44,0.44,0.43,0.178,0.044,6042,0
2024-02-26,BE-BRU,Desktop,Paid Social,Prospecting-Video,33187,378,453,94,69,1,67.96,138.07,0.76,0.49,0.44,0.49,0.113,0.068,9558,0
2024-02-26,BE-BRU,Desktop,Organic,SEO-Core,711,19,294,58,43,1,71.26,0.0,0.0,0.0,0.0,0.0,0.112,0.026,0,0
2024-02-26,BE-BRU,Desktop,Direct,Direct,749,24,151,43,29,1,70.85,0.0,0.0,0.0,0.0,0.0,0.054,0.036,0,0
2024-02-26,BE-BRU,Desktop,Email/SMS,Lifecycle-Welcome,1237,57,99,30,18,0,0.0,79.6,0.0,0.0,0.0,0.0,0.149,0.023,0,0
2024-02-26,BE-BRU,Desktop,Affiliate,Aff-NetB,8289,158,169,45,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.006,0,0
2024-02-26,BE-BRU,Desktop,Referral,ReferAFriend,195,20,92,28,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.036,0,0
2024-02-26,LU-LUX,Mobile,Paid Search,NonBrand-Decor,17426,559,519,131,76,2,176.37,356.36,0.67,0.49,0.52,0.37,0.068,0.025,8017,0
2024-02-26,LU-LUX,Mobile,Paid Social,Prospecting-Video,27695,364,360,68,38,0,0.0,121.47,0.0,0.0,0.0,0.0,0.074,0.084,9969,0
2024-02-26,LU-LUX,Mobile,Organic,SEO-Core,1765,63,404,84,59,1,80.58,0.0,0.0,0.0,0.0,0.0,0.148,0.037,0,0
2024-02-26,LU-LUX,Mobile,Direct,Direct,1382,15,266,52,31,1,84.92,0.0,0.0,0.0,0.0,0.0,0.074,0.032,0,0
2024-02-26,LU-LUX,Mobile,Email/SMS,Lifecycle-Reactivation,1387,68,111,23,13,0,0.0,36.75,0.0,0.0,0.0,0.0,0.054,0.025,0,0
2024-02-26,LU-LUX,Mobile,Affiliate,Aff-NetB,10681,211,222,47,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.045,0,0
2024-02-26,LU-LUX,Mobile,Referral,ReferAFriend,502,5,110,22,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.025,0,0
2024-02-26,LU-LUX,Desktop,Paid Search,Brand-Core,12993,443,424,97,70,2,166.53,261.72,0.86,0.64,0.6,0.63,0.147,0.03,6001,0
2024-02-26,LU-LUX,Desktop,Paid Social,Prospecting-Video,30370,385,449,111,76,1,85.46,134.42,0.99,0.64,0.66,0.63,0.088,0.066,10858,0
2024-02-26,LU-LUX,Desktop,Organic,SEO-Core,1041,53,321,89,57,1,87.79,0.0,0.0,0.0,0.0,0.0,0.047,0.027,0,0
2024-02-26,LU-LUX,Desktop,Direct,Direct,652,13,223,43,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.017,0,0
2024-02-26,LU-LUX,Desktop,Email/SMS,Lifecycle-Welcome,937,40,75,18,12,0,0.0,80.52,0.0,0.0,0.0,0.0,0.069,0.041,0,0
2024-02-26,LU-LUX,Desktop,Affiliate,Aff-NetA,6404,107,125,28,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.026,0,0
2024-02-26,LU-LUX,Desktop,Referral,ReferAFriend,180,9,52,15,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.034,0,0
2024-03-04,NL-NH,Mobile,Paid Search,NonBrand-Home,35882,1088,1026,278,163,4,315.59,655.87,0.65,0.48,0.44,0.47,0.135,0.012,17136,0
2024-03-04,NL-NH,Mobile,Paid Social,Prospecting-Video,64430,840,941,178,128,2,152.82,288.14,0.82,0.53,0.52,0.47,0.043,0.076,30922,0
2024-03-04,NL-NH,Mobile,Organic,SEO-Core,1867,37,542,133,91,2,153.99,0.0,0.0,0.0,0.0,0.0,0.007,0.038,0,0
2024-03-04,NL-NH,Mobile,Direct,Direct,968,103,421,93,66,2,158.56,0.0,0.0,0.0,0.0,0.0,0.166,0.012,0,0
2024-03-04,NL-NH,Mobile,Email/SMS,Lifecycle-Reactivation,2550,134,204,48,31,1,72.35,35.93,2.01,2.01,1.77,1.64,0.089,0.034,0,0
